Frame Number,Headpose Pitch (deg),Headpose Yaw (deg),Headpose Roll (deg)
2374,-20.1483,0.524217,-31.6101
2375,-20.1495,0.526137,-31.7394
2376,-20.1506,0.528046,-31.868
2377,-20.1518,0.529938,-31.9958
2378,-20.153,0.531811,-32.1224
2379,-20.1542,0.53366,-32.2475
2380,-20.1553,0.53548,-32.3709
2381,-20.1564,0.537269,-32.4924
2382,-20.1576,0.539023,-32.6115
2383,-20.1587,0.540737,-32.7282
2384,-20.1597,0.542407,-32.842
2385,-20.1608,0.54403,-32.9527
2386,-20.1618,0.545602,-33.0602
2387,-20.1628,0.547119,-33.1639
2388,-20.1637,0.548578,-33.2638
2389,-20.1647,0.549974,-33.3595
2390,-20.1655,0.551304,-33.4508
2391,-20.1664,0.552564,-33.5373
2392,-20.1672,0.55375,-33.6189
2393,-20.1679,0.554859,-33.6952
2394,-20.1686,0.555886,-33.766
2395,-20.1692,0.556828,-33.831
2396,-20.1698,0.557682,-33.8898
2397,-20.1703,0.558443,-33.9424
2398,-20.1708,0.559108,-33.9883
2399,-20.1711,0.559673,-34.0274
2400,-20.1714,0.560134,-34.0592
2401,-20.1717,0.560487,-34.0836
2402,-20.1718,0.560729,-34.1004
2403,-20.1719,0.560855,-34.1091
2404,-20.1719,0.560862,-34.1096
2405,-20.1719,0.560745,-34.1015
2406,-20.1717,0.560502,-34.0847
2407,-20.1714,0.560127,-34.0587
2408,-20.1711,0.559617,-34.0235
2409,-20.1707,0.558967,-33.9786
2410,-20.1701,0.558174,-33.9238
2411,-20.1695,0.557233,-33.8589
2412,-20.1688,0.55614,-33.7835
2413,-20.1679,0.554891,-33.6974
2414,-20.167,0.55348,-33.6003
2415,-20.1659,0.551904,-33.492
2416,-20.1648,0.550158,-33.3722
2417,-20.1635,0.548238,-33.2405
2418,-20.1622,0.546138,-33.0968
2419,-20.1607,0.543854,-32.9407
2420,-20.1591,0.541381,-32.7721
2421,-20.1574,0.538714,-32.5905
2422,-20.1555,0.535847,-32.3958
2423,-20.1536,0.532776,-32.1877
2424,-20.1515,0.529495,-31.9658
2425,-20.1494,0.525998,-31.73
2426,-20.1471,0.52228,-31.4799
2427,-20.1447,0.518336,-31.2153
2428,-20.1422,0.514159,-30.9359
2429,-20.1395,0.509743,-30.6414
2430,-20.1368,0.505083,-30.3316
2431,-20.1339,0.500173,-30.0062
2432,-20.1296,0.492557,-29.5037
2433,-20.1226,0.480087,-28.6861
2434,-20.1136,0.463191,-27.5884
2435,-20.103,0.442292,-26.2456
2436,-20.0913,0.417822,-24.6928
2437,-20.0791,0.390234,-22.965
2438,-20.0669,0.360011,-21.0971
2439,-20.0551,0.327673,-19.1242
2440,-20.044,0.293779,-17.0813
2441,-20.034,0.258921,-15.0034
2442,-20.0252,0.223723,-12.9255
2443,-20.0179,0.18883,-10.8825
2444,-20.0119,0.154904,-8.90964
2445,-20.0074,0.122615,-7.04175
2446,-20.0042,0.0926287,-5.31388
2447,-20.002,0.0656073,-3.76104
2448,-20.0008,0.0422011,-2.41822
2449,-20.0001,0.0230482,-1.32044
2450,-19.9999,0.00877517,-0.502695
2451,-19.9999,0,0
2452,-19.9999,-0.00562944,0.322486
2453,-19.9999,-0.0108803,0.623296
2454,-20,-0.0157621,0.902976
2455,-20.0001,-0.0202842,1.16207
2456,-20.0002,-0.0244561,1.40112
2457,-20.0003,-0.0282874,1.62067
2458,-20.0004,-0.0317875,1.82126
2459,-20.0005,-0.034966,2.00345
2460,-20.0006,-0.0378325,2.16776
2461,-20.0007,-0.0403965,2.31476
2462,-20.0008,-0.0426677,2.44498
2463,-20.0009,-0.0446555,2.55896
2464,-20.001,-0.0463696,2.65725
2465,-20.001,-0.0478193,2.74039
2466,-20.0011,-0.0490144,2.80893
2467,-20.0011,-0.0499644,2.86342
2468,-20.0012,-0.0506786,2.90439
2469,-20.0012,-0.0511668,2.93238
2470,-20.0012,-0.0514382,2.94796
2471,-20.0012,-0.0515026,2.95165
2472,-20.0012,-0.0513692,2.944
2473,-20.0012,-0.0510477,2.92556
2474,-20.0012,-0.0505475,2.89686
2475,-20.0011,-0.049878,2.85847
2476,-20.0011,-0.0490488,2.81091
2477,-20.001,-0.0480693,2.75473
2478,-20.001,-0.046949,2.69048
2479,-20.0009,-0.0456973,2.6187
2480,-20.0009,-0.0443237,2.53993
2481,-20.0008,-0.0428376,2.45472
2482,-20.0007,-0.0412486,2.36361
2483,-20.0007,-0.0395662,2.26715
2484,-20.0006,-0.0377997,2.16588
2485,-20.0005,-0.0359587,2.06035
2486,-20.0005,-0.0340526,1.95109
2487,-20.0004,-0.032091,1.83866
2488,-20.0003,-0.0300833,1.72359
2489,-20.0003,-0.028039,1.60644
2490,-20.0002,-0.0259677,1.48774
2491,-20.0002,-0.0238788,1.36803
2492,-20.0001,-0.0217818,1.24787
2493,-20.0001,-0.0196862,1.1278
2494,-20,-0.0176015,1.00836
2495,-20,-0.0155373,0.890095
2496,-20,-0.013503,0.773549
2497,-19.9999,-0.0115082,0.659266
2498,-19.9999,-0.00956233,0.547789
2499,-19.9999,-0.00767493,0.439665
2500,-19.9999,-0.0058555,0.335436
2501,-19.9999,-0.00411356,0.235647
2502,-19.9999,-0.00245856,0.14084
2503,-19.9999,-0.000900086,0.0515617
2504,-19.9999,0.000552412,-0.0316451
2505,-19.9999,0.00188941,-0.108235
2506,-19.9999,0.00310143,-0.177666
2507,-19.9999,0.004179,-0.239396
2508,-19.9999,0.00511255,-0.292875
2509,-19.9999,0.00589262,-0.337563
2510,-19.9999,0.0065097,-0.372913
2511,-19.9999,0.00695433,-0.398384
2512,-19.9999,0.007217,-0.413432
2513,-19.9999,0.00728822,-0.417511
2514,-19.9999,0.00715845,-0.410078
2515,-19.9999,0.00681824,-0.390588
2516,-19.9999,0.00625808,-0.358498
2517,-19.9999,0.00546846,-0.313264
2518,-19.9999,0.00443988,-0.254341
2519,-19.9999,0.00316287,-0.181186
2520,-19.9999,0.00162789,-0.0932542
2521,-19.9999,-0.000174538,0.00999848
2522,-19.9999,-0.00309678,0.1774
2523,-19.9999,-0.00784925,0.449651
2524,-20,-0.0142283,0.815102
2525,-20.0001,-0.0220301,1.2621
2526,-20.0004,-0.0310501,1.779
2527,-20.0007,-0.0410836,2.35415
2528,-20.0012,-0.0519253,2.9759
2529,-20.0019,-0.0633698,3.63259
2530,-20.0027,-0.0752116,4.31259
2531,-20.0037,-0.0872453,5.00424
2532,-20.0048,-0.0992664,5.69589
2533,-20.0061,-0.111071,6.37589
2534,-20.0074,-0.122456,7.03259
2535,-20.0088,-0.13322,7.65434
2536,-20.0102,-0.143164,8.22949
2537,-20.0115,-0.152089,8.74639
2538,-20.0127,-0.159796,9.1934
2539,-20.0138,-0.16609,9.55885
2540,-20.0146,-0.170775,9.8311
2541,-20.0151,-0.173654,9.99851
2542,-20.0154,-0.175482,10.1049
2543,-20.0157,-0.177152,10.202
2544,-20.016,-0.178666,10.2902
2545,-20.0162,-0.180031,10.3697
2546,-20.0164,-0.181251,10.4408
2547,-20.0166,-0.182331,10.5037
2548,-20.0168,-0.183276,10.5587
2549,-20.017,-0.184089,10.6061
2550,-20.0171,-0.184777,10.6462
2551,-20.0172,-0.185344,10.6792
2552,-20.0173,-0.185794,10.7055
2553,-20.0173,-0.186132,10.7252
2554,-20.0174,-0.186362,10.7386
2555,-20.0174,-0.186491,10.7461
2556,-20.0174,-0.186521,10.7479
2557,-20.0174,-0.186458,10.7442
2558,-20.0174,-0.186307,10.7354
2559,-20.0173,-0.186072,10.7217
2560,-20.0173,-0.185757,10.7033
2561,-20.0172,-0.185368,10.6807
2562,-20.0171,-0.184909,10.6539
2563,-20.017,-0.184385,10.6233
2564,-20.0169,-0.1838,10.5893
2565,-20.0168,-0.183159,10.5519
2566,-20.0167,-0.182466,10.5116
2567,-20.0165,-0.181727,10.4685
2568,-20.0164,-0.180946,10.423
2569,-20.0162,-0.180128,10.3753
2570,-20.0161,-0.179276,10.3257
2571,-20.0159,-0.178397,10.2745
2572,-20.0158,-0.177493,10.2219
2573,-20.0156,-0.176572,10.1683
2574,-20.0154,-0.175636,10.1138
2575,-20.0153,-0.17469,10.0588
2576,-20.0151,-0.17374,10.0035
2577,-20.0149,-0.172789,9.94822
2578,-20.0148,-0.171843,9.8932
2579,-20.0146,-0.170906,9.83873
2580,-20.0144,-0.169983,9.78507
2581,-20.0143,-0.169079,9.7325
2582,-20.0141,-0.168198,9.68129
2583,-20.014,-0.167344,9.63171
2584,-20.0138,-0.166524,9.58403
2585,-20.0137,-0.16574,9.53852
2586,-20.0136,-0.164999,9.49546
2587,-20.0135,-0.164304,9.45512
2588,-20.0134,-0.163661,9.41776
2589,-20.0133,-0.163074,9.38367
2590,-20.0132,-0.162548,9.35311
2591,-20.0131,-0.162087,9.32635
2592,-20.013,-0.161696,9.30367
2593,-20.013,-0.16138,9.28533
2594,-20.0129,-0.161144,9.27162
2595,-20.0129,-0.160992,9.2628
2596,-20.0129,-0.160929,9.25914
2597,-20.0129,-0.160959,9.26091
2598,-20.0129,-0.161088,9.26839
2599,-20.013,-0.16132,9.28184
2600,-20.013,-0.16166,9.30155
2601,-20.0131,-0.162111,9.32778
2602,-20.0132,-0.16268,9.3608
2603,-20.0133,-0.163371,9.40088
2604,-20.0134,-0.164187,9.44831
2605,-20.0136,-0.165135,9.50334
2606,-20.0138,-0.166218,9.56625
2607,-20.014,-0.167441,9.63731
2608,-20.0142,-0.168809,9.71679
2609,-20.0145,-0.170326,9.80497
2610,-20.0148,-0.171996,9.90212
2611,-20.0151,-0.173826,10.0085
2612,-20.0156,-0.176703,10.1759
2613,-20.0165,-0.181378,10.4482
2614,-20.0176,-0.187648,10.8136
2615,-20.0191,-0.195307,11.2606
2616,-20.0209,-0.204149,11.7775
2617,-20.023,-0.213967,12.3527
2618,-20.0254,-0.224556,12.9744
2619,-20.028,-0.235712,13.6311
2620,-20.0309,-0.247231,14.3112
2621,-20.034,-0.258912,15.0028
2622,-20.0372,-0.270555,15.6945
2623,-20.0404,-0.281964,16.3745
2624,-20.0437,-0.292943,17.0312
2625,-20.047,-0.303304,17.653
2626,-20.0501,-0.312855,18.2281
2627,-20.0529,-0.321413,18.745
2628,-20.0555,-0.328792,19.1921
2629,-20.0576,-0.33481,19.5575
2630,-20.0592,-0.339285,19.8298
2631,-20.0602,-0.342032,19.9972
2632,-20.0608,-0.343777,20.1036
2633,-20.0614,-0.345369,20.2007
2634,-20.0619,-0.346813,20.2889
2635,-20.0624,-0.348114,20.3684
2636,-20.0628,-0.349277,20.4395
2637,-20.0632,-0.350306,20.5024
2638,-20.0636,-0.351205,20.5574
2639,-20.0639,-0.35198,20.6048
2640,-20.0641,-0.352635,20.6449
2641,-20.0643,-0.353175,20.6779
2642,-20.0645,-0.353603,20.7042
2643,-20.0646,-0.353925,20.7239
2644,-20.0647,-0.354144,20.7373
2645,-20.0647,-0.354267,20.7448
2646,-20.0647,-0.354296,20.7466
2647,-20.0647,-0.354236,20.7429
2648,-20.0647,-0.354092,20.7341
2649,-20.0646,-0.353868,20.7204
2650,-20.0645,-0.353568,20.7021
2651,-20.0643,-0.353198,20.6794
2652,-20.0642,-0.352761,20.6526
2653,-20.064,-0.352262,20.622
2654,-20.0638,-0.351705,20.588
2655,-20.0635,-0.351094,20.5506
2656,-20.0633,-0.350435,20.5103
2657,-20.063,-0.34973,20.4672
2658,-20.0627,-0.348986,20.4217
2659,-20.0624,-0.348206,20.374
2660,-20.0621,-0.347395,20.3244
2661,-20.0618,-0.346556,20.2732
2662,-20.0615,-0.345695,20.2206
2663,-20.0612,-0.344816,20.167
2664,-20.0609,-0.343923,20.1125
2665,-20.0605,-0.343021,20.0575
2666,-20.0602,-0.342115,20.0022
2667,-20.0599,-0.341207,19.9469
2668,-20.0596,-0.340305,19.8919
2669,-20.0592,-0.33941,19.8374
2670,-20.0589,-0.338529,19.7838
2671,-20.0586,-0.337665,19.7312
2672,-20.0583,-0.336824,19.68
2673,-20.058,-0.336009,19.6304
2674,-20.0577,-0.335225,19.5827
2675,-20.0575,-0.334476,19.5372
2676,-20.0572,-0.333768,19.4941
2677,-20.057,-0.333104,19.4538
2678,-20.0568,-0.332489,19.4164
2679,-20.0566,-0.331927,19.3823
2680,-20.0564,-0.331424,19.3518
2681,-20.0562,-0.330983,19.325
2682,-20.0561,-0.33061,19.3023
2683,-20.056,-0.330307,19.284
2684,-20.0559,-0.330082,19.2703
2685,-20.0559,-0.329936,19.2615
2686,-20.0558,-0.329876,19.2578
2687,-20.0559,-0.329905,19.2596
2688,-20.0559,-0.330028,19.2671
2689,-20.056,-0.33025,19.2805
2690,-20.0561,-0.330575,19.3002
2691,-20.0562,-0.331007,19.3265
2692,-20.0564,-0.331551,19.3595
2693,-20.0567,-0.332211,19.3996
2694,-20.0569,-0.332991,19.447
2695,-20.0573,-0.333897,19.502
2696,-20.0576,-0.334932,19.5649
2697,-20.058,-0.336101,19.636
2698,-20.0585,-0.337407,19.7155
2699,-20.059,-0.338856,19.8037
2700,-20.0596,-0.340451,19.9008
2701,-20.0602,-0.342196,20.0072
2702,-20.0612,-0.344941,20.1746
2703,-20.0629,-0.349398,20.4469
2704,-20.0651,-0.355368,20.8123
2705,-20.0679,-0.362651,21.2593
2706,-20.0713,-0.371046,21.7763
2707,-20.075,-0.38035,22.3514
2708,-20.0792,-0.390366,22.9732
2709,-20.0837,-0.400894,23.6299
2710,-20.0886,-0.411741,24.31
2711,-20.0936,-0.422714,25.0017
2712,-20.0988,-0.433625,25.6933
2713,-20.104,-0.444291,26.3734
2714,-20.1091,-0.454532,27.0301
2715,-20.1141,-0.464173,27.6519
2716,-20.1188,-0.473043,28.2271
2717,-20.1231,-0.480974,28.744
2718,-20.1269,-0.487801,29.1911
2719,-20.13,-0.49336,29.5565
2720,-20.1324,-0.497488,29.8288
2721,-20.1338,-0.500021,29.9962
2722,-20.1348,-0.501723,30.1089
2723,-20.1358,-0.503467,30.2244
2724,-20.1369,-0.505249,30.3426
2725,-20.1379,-0.507064,30.4632
2726,-20.139,-0.508909,30.5859
2727,-20.1401,-0.510778,30.7104
2728,-20.1413,-0.512669,30.8364
2729,-20.1424,-0.514576,30.9638
2730,-20.1436,-0.516496,31.0921
2731,-20.1447,-0.518424,31.2212
2732,-20.1459,-0.520356,31.3507
2733,-20.1471,-0.522288,31.4804
2734,-20.1483,-0.524217,31.6101
2735,-20.1495,-0.526137,31.7394
2736,-20.1506,-0.528046,31.868
2737,-20.1518,-0.529938,31.9958
2738,-20.153,-0.531811,32.1224
2739,-20.1542,-0.53366,32.2475
2740,-20.1553,-0.53548,32.3709
2741,-20.1564,-0.537269,32.4924
2742,-20.1576,-0.539023,32.6115
2743,-20.1587,-0.540737,32.7282
2744,-20.1597,-0.542407,32.842
2745,-20.1608,-0.54403,32.9527
2746,-20.1618,-0.545602,33.0602
2747,-20.1628,-0.547119,33.1639
2748,-20.1637,-0.548578,33.2638
2749,-20.1647,-0.549974,33.3595
2750,-20.1655,-0.551304,33.4508
2751,-20.1664,-0.552564,33.5373
2752,-20.1672,-0.55375,33.6189
2753,-20.1679,-0.554859,33.6952
2754,-20.1686,-0.555886,33.766
2755,-20.1692,-0.556828,33.831
2756,-20.1698,-0.557682,33.8898
2757,-20.1703,-0.558443,33.9424
2758,-20.1708,-0.559108,33.9883
2759,-20.1711,-0.559673,34.0274
2760,-20.1714,-0.560134,34.0592
2761,-20.1717,-0.560487,34.0836
2762,-20.1718,-0.560729,34.1004
2763,-20.1719,-0.560855,34.1091
2764,-20.1719,-0.560862,34.1096
2765,-20.1719,-0.560745,34.1015
2766,-20.1717,-0.560502,34.0847
2767,-20.1714,-0.560127,34.0587
2768,-20.1711,-0.559617,34.0235
2769,-20.1707,-0.558967,33.9786
2770,-20.1701,-0.558174,33.9238
2771,-20.1695,-0.557233,33.8589
2772,-20.1688,-0.55614,33.7835
2773,-20.1679,-0.554891,33.6974
2774,-20.167,-0.55348,33.6003
2775,-20.1659,-0.551904,33.492
2776,-20.1648,-0.550158,33.3722
2777,-20.1635,-0.548238,33.2405
2778,-20.1622,-0.546138,33.0968
2779,-20.1607,-0.543854,32.9407
2780,-20.1591,-0.541381,32.7721
2781,-20.1574,-0.538714,32.5905
2782,-20.1555,-0.535847,32.3958
2783,-20.1536,-0.532776,32.1877
2784,-20.1515,-0.529495,31.9658
2785,-20.1494,-0.525998,31.73
2786,-20.1471,-0.52228,31.4799
2787,-20.1447,-0.518336,31.2153
2788,-20.1422,-0.514159,30.9359
2789,-20.1395,-0.509743,30.6414
2790,-20.1368,-0.505083,30.3316
2791,-20.1339,-0.500173,30.0062
2792,-20.1294,-0.492317,29.4879
2793,-20.1221,-0.479167,28.626
2794,-20.1126,-0.461216,27.4608
2795,-20.1013,-0.438947,26.0322
2796,-20.0891,-0.412857,24.3802
2797,-20.0763,-0.383469,22.5447
2798,-20.0636,-0.351345,20.566
2799,-20.0515,-0.317092,18.4839
2800,-20.0403,-0.281359,16.3384
2801,-20.0303,-0.244836,14.1696
2802,-20.0218,-0.208247,12.0175
2803,-20.0148,-0.172339,9.92204
2804,-20.0094,-0.137872,7.92329
2805,-20.0055,-0.105611,6.06125
2806,-20.0028,-0.0763135,4.3759
2807,-20.0012,-0.0507288,2.90726
2808,-20.0003,-0.0295905,1.69535
2809,-20,-0.0136184,0.780161
2810,-19.9999,-0.00352109,0.201707
2811,-19.9999,0,0
2812,-19.9999,0,0
2813,-19.9999,0,0
2814,-19.9999,0,0
2815,-19.9999,0,0
2816,-19.9999,0,0
2817,-19.9999,0,0
2818,-19.9999,0,0
2819,-19.9999,0,0
2820,-19.9999,0,0
